periodo,estu_genero,cole_area_ubicacion,cole_bilingue,cole_naturaleza,cole_jornada,cole_caracter,cole_depto_ubicacion,fami_estratovivienda,fami_educacionmadre,fami_educacionpadre,fami_personashogar,fami_tieneautomovil,fami_tienecomputador,fami_tieneinternet,fami_tienelavadora,punt_global,punt_matematicas,punt_lectura_critica,punt_c_naturales,punt_sociales_ciudadanas,punt_ingles
20224,M,URBANO,N,NO OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,VALLE,Estrato 3,Educación profesional incompleta,Educación profesional completa,3 a 4,No,Si,Si,Si,230,48,50,36,47,55.0
20224,M,URBANO,N,OFICIAL,TARDE,ACADÉMICO,BOGOTÁ,Estrato 2,Técnica o tecnológica incompleta,Primaria incompleta,5 a 6,No,Si,Si,Si,311,60,63,63,65,55.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,CALDAS,Estrato 3,Primaria completa,Primaria completa,7 a 8,Si,No,Si,Si,200,39,48,44,31,34.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,TÉCNICO,ATLANTICO,Estrato 1,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,9 o más,No,No,Si,Si,256,53,42,53,57,50.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,GUAVIARE,Estrato 2,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,3 a 4,Si,Si,Si,Si,252,51,52,47,51,53.0
20224,F,RURAL,N,OFICIAL,UNICA,TÉCNICO,HUILA,Estrato 2,Secundaria (Bachillerato) completa,Primaria completa,3 a 4,No,No,Si,Si,297,63,65,56,57,49.0
20224,M,URBANO,N,OFICIAL,NOCHE,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 3,Postgrado,Postgrado,5 a 6,Si,Si,Si,Si,302,57,61,58,61,74.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,ANTIOQUIA,Estrato 5,Postgrado,Postgrado,3 a 4,Si,Si,Si,Si,349,76,69,72,60,76.0
20224,F,URBANO,N,OFICIAL,SABATINA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 2,Primaria completa,Secundaria (Bachillerato) completa,3 a 4,No,No,Si,No,217,43,50,42,41,37.0
20224,M,URBANO,N,OFICIAL,COMPLETA,TÉCNICO,BOYACA,Estrato 2,Primaria incompleta,Primaria incompleta,7 a 8,No,No,No,No,243,62,53,50,30,47.0
20224,F,URBANO,N,OFICIAL,NOCHE,ACADÉMICO,BOLIVAR,Estrato 2,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,7 a 8,No,No,Si,No,176,42,39,38,24,29.0
20224,M,RURAL,N,OFICIAL,UNICA,ACADÉMICO,CUNDINAMARCA,Estrato 2,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,5 a 6,Si,Si,Si,Si,279,52,57,59,52,65.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CORDOBA,Estrato 3,Primaria incompleta,Primaria incompleta,7 a 8,No,No,Si,Si,203,42,47,37,35,46.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,CUNDINAMARCA,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,5 a 6,No,No,Si,Si,268,53,59,54,51,45.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,ATLANTICO,Estrato 1,Técnica o tecnológica completa,Educación profesional incompleta,3 a 4,Si,Si,Si,Si,326,57,69,66,68,67.0
20224,F,RURAL,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,VALLE,Estrato 1,Primaria completa,Primaria incompleta,9 o más,No,No,Si,Si,235,52,42,53,41,46.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,NARIÑO,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,7 a 8,No,No,Si,No,214,44,48,45,37,35.0
20224,F,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,CUNDINAMARCA,Estrato 3,Secundaria (Bachillerato) completa,No sabe,3 a 4,Si,No,Si,Si,230,42,50,39,49,58.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,NARIÑO,Estrato 2,Secundaria (Bachillerato) completa,Primaria incompleta,5 a 6,No,Si,Si,No,286,62,61,52,54,57.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,VALLE,Estrato 2,Educación profesional completa,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,Si,253,43,57,53,47,57.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 5,Secundaria (Bachillerato) completa,Educación profesional completa,3 a 4,Si,Si,Si,Si,318,68,65,63,54,76.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,BOLIVAR,Estrato 4,Técnica o tecnológica incompleta,Secundaria (Bachillerato) completa,3 a 4,No,No,Si,Si,162,24,38,30,34,42.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,LA GUAJIRA,Sin Estrato,Ninguno,Primaria incompleta,7 a 8,No,No,No,No,269,64,46,53,51,57.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOLIVAR,Estrato 2,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,5 a 6,No,Si,Si,Si,341,65,64,64,74,85.0
20224,F,URBANO,S,OFICIAL,NOCHE,TÉCNICO,NARIÑO,Estrato 2,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,3 a 4,Si,Si,Si,No,263,58,65,47,40,55.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,TOLIMA,Estrato 2,Técnica o tecnológica completa,Técnica o tecnológica completa,1 a 2,No,No,No,Si,225,51,46,43,39,47.0
20224,M,RURAL,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 2,Educación profesional completa,Secundaria (Bachillerato) completa,5 a 6,Si,Si,Si,Si,198,38,46,35,40,38.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,BOGOTÁ,Estrato 3,Secundaria (Bachillerato) completa,Técnica o tecnológica incompleta,5 a 6,Si,Si,Si,Si,328,61,64,70,69,60.0
20224,F,URBANO,N,OFICIAL,TARDE,TÉCNICO/ACADÉMICO,BOLIVAR,Estrato 1,Primaria completa,Primaria incompleta,3 a 4,No,No,No,No,265,59,60,41,52,52.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,HUILA,Estrato 2,Primaria incompleta,No sabe,5 a 6,No,No,Si,No,194,44,42,39,33,31.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,CUNDINAMARCA,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,5 a 6,No,Si,Si,Si,331,67,65,65,68,65.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,ATLANTICO,Estrato 3,Técnica o tecnológica incompleta,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,Si,233,47,51,46,41,50.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,CESAR,Estrato 4,Postgrado,Educación profesional completa,5 a 6,Si,Si,Si,Si,278,59,56,53,50,68.0
20224,M,URBANO,N,OFICIAL,TARDE,ACADÉMICO,BOGOTÁ,Estrato 2,No sabe,Secundaria (Bachillerato) completa,5 a 6,Si,Si,Si,Si,205,47,40,37,42,35.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 3,Secundaria (Bachillerato) incompleta,No Aplica,1 a 2,No,Si,Si,Si,304,62,65,52,63,65.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,NORTE SANTANDER,Estrato 1,Secundaria (Bachillerato) incompleta,No Aplica,3 a 4,No,Si,No,No,260,50,55,45,56,58.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO,META,Estrato 1,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,3 a 4,No,Si,No,No,175,38,38,35,27,42.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,BOLIVAR,Estrato 2,Secundaria (Bachillerato) incompleta,Técnica o tecnológica completa,7 a 8,No,No,Si,Si,265,50,57,52,53,52.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,ATLANTICO,Estrato 3,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,9 o más,Si,Si,Si,Si,220,42,44,40,50,44.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,CUNDINAMARCA,Estrato 1,Secundaria (Bachillerato) incompleta,Primaria incompleta,3 a 4,No,No,No,No,262,53,57,53,45,57.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,META,Sin Estrato,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,5 a 6,No,Si,Si,Si,244,40,50,49,59,41.0
20224,M,URBANO,N,OFICIAL,TARDE,ACADÉMICO,BOGOTÁ,Estrato 2,Educación profesional incompleta,Primaria completa,9 o más,Si,Si,Si,Si,286,59,53,57,61,53.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,BOGOTÁ,Estrato 3,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,5 a 6,Si,Si,Si,Si,278,58,57,56,50,60.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 1,Secundaria (Bachillerato) completa,Primaria incompleta,3 a 4,No,No,No,No,219,45,49,43,41,35.0
20224,M,RURAL,N,OFICIAL,UNICA,ACADÉMICO,BOLIVAR,Estrato 5,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,5 a 6,No,No,No,Si,267,53,58,57,48,46.0
20224,F,RURAL,N,OFICIAL,UNICA,TÉCNICO,VICHADA,Sin Estrato,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,3 a 4,No,Si,No,No,167,29,37,45,24,30.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,BOLIVAR,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,7 a 8,No,No,No,Si,170,31,37,34,34,33.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 3,Educación profesional completa,Postgrado,5 a 6,No,Si,Si,Si,333,63,67,71,62,78.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOYACA,Estrato 4,Postgrado,Postgrado,5 a 6,Si,Si,Si,Si,310,62,59,62,68,52.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,META,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,3 a 4,No,No,No,No,221,44,45,45,40,53.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,NARIÑO,Estrato 1,Primaria completa,Primaria completa,3 a 4,No,No,No,No,294,67,55,62,56,44.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,TÉCNICO,VALLE,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,3 a 4,Si,Si,Si,Si,303,65,62,60,56,60.0
20224,M,URBANO,N,OFICIAL,SABATINA,TÉCNICO,BOLIVAR,Sin Estrato,Secundaria (Bachillerato) incompleta,Primaria incompleta,5 a 6,No,No,Si,Si,267,64,56,56,42,41.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,NARIÑO,Estrato 1,Primaria completa,Secundaria (Bachillerato) completa,7 a 8,No,No,Si,No,297,68,64,54,52,57.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,VALLE,Estrato 3,Secundaria (Bachillerato) completa,Primaria completa,1 a 2,No,No,Si,Si,223,42,51,48,39,41.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,BOYACA,Estrato 1,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,5 a 6,No,No,Si,Si,258,55,48,50,52,57.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,NORTE SANTANDER,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,5 a 6,Si,Si,Si,Si,233,35,54,37,55,64.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,BOGOTÁ,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,No,Si,Si,182,27,38,36,42,45.0
20224,F,RURAL,S,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,VALLE,Estrato 2,Primaria completa,Primaria completa,5 a 6,No,No,Si,No,169,24,43,37,31,35.0
20224,F,URBANO,N,OFICIAL,TARDE,TÉCNICO/ACADÉMICO,NORTE SANTANDER,Estrato 1,Secundaria (Bachillerato) incompleta,Primaria completa,5 a 6,No,No,No,No,297,57,66,55,60,59.0
20224,M,URBANO,N,OFICIAL,TARDE,TÉCNICO/ACADÉMICO,VALLE,Estrato 2,No sabe,No sabe,3 a 4,No,No,Si,Si,206,40,48,35,44,34.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,BOLIVAR,Estrato 2,Educación profesional completa,Educación profesional completa,3 a 4,No,Si,Si,Si,301,66,55,63,58,56.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 3,Técnica o tecnológica incompleta,Primaria completa,5 a 6,No,Si,Si,Si,241,46,57,51,44,32.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOYACA,Estrato 3,Postgrado,Postgrado,1 a 2,Si,Si,Si,Si,417,100,77,80,77,82.0
20224,M,URBANO,N,NO OFICIAL,SABATINA,ACADÉMICO,CESAR,Sin Estrato,Educación profesional completa,Educación profesional incompleta,3 a 4,Si,No,Si,Si,153,27,33,35,28,29.0
20224,F,URBANO,N,OFICIAL,COMPLETA,TÉCNICO,BOYACA,Estrato 2,Primaria completa,Primaria completa,5 a 6,No,No,No,No,307,68,59,59,60,59.0
20224,M,URBANO,N,OFICIAL,COMPLETA,TÉCNICO/ACADÉMICO,SANTANDER,Estrato 1,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,3 a 4,No,No,No,Si,251,55,49,47,48,56.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CORDOBA,Estrato 1,Primaria completa,Primaria completa,3 a 4,No,Si,Si,Si,207,38,44,49,35,41.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 3,Secundaria (Bachillerato) incompleta,Primaria completa,5 a 6,Si,Si,Si,Si,228,48,56,42,40,35.0
20224,M,RURAL,N,OFICIAL,COMPLETA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Sin Estrato,Primaria completa,Primaria incompleta,3 a 4,Si,No,Si,No,166,24,39,33,35,38.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,CUNDINAMARCA,Estrato 2,Postgrado,Secundaria (Bachillerato) completa,1 a 2,Si,Si,Si,Si,266,52,63,49,46,61.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,VALLE,Estrato 2,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,3 a 4,No,Si,Si,No,240,42,47,55,50,42.0
20224,F,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,NARIÑO,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,Si,Si,Si,Si,283,58,70,56,49,37.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,CUNDINAMARCA,Estrato 2,Secundaria (Bachillerato) incompleta,Primaria completa,3 a 4,No,No,Si,No,232,60,45,40,44,37.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,NARIÑO,Estrato 2,Secundaria (Bachillerato) completa,Primaria incompleta,5 a 6,No,Si,Si,No,329,65,66,65,67,67.0
20224,F,URBANO,N,OFICIAL,UNICA,ACADÉMICO,ANTIOQUIA,Estrato 4,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,Si,244,48,60,44,40,59.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,BOGOTÁ,Estrato 1,Primaria incompleta,Primaria incompleta,1 a 2,No,No,No,Si,247,50,54,47,52,32.0
20224,M,URBANO,N,OFICIAL,TARDE,TÉCNICO/ACADÉMICO,CORDOBA,Estrato 1,Primaria incompleta,Secundaria (Bachillerato) incompleta,3 a 4,No,No,No,No,273,57,54,60,53,39.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,META,Estrato 2,Primaria completa,Primaria incompleta,1 a 2,No,Si,Si,Si,216,48,39,43,39,55.0
20224,M,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,CORDOBA,Estrato 6,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,No,No,No,256,57,53,46,49,50.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,PUTUMAYO,Sin Estrato,Primaria completa,Primaria incompleta,3 a 4,No,No,Si,No,266,55,56,54,47,56.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,VALLE,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,Si,205,42,45,38,39,41.0
20224,F,URBANO,N,NO OFICIAL,TARDE,TÉCNICO,HUILA,Estrato 2,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,3 a 4,No,No,No,No,188,37,39,39,34,42.0
20224,F,URBANO,N,OFICIAL,UNICA,ACADÉMICO,BOGOTÁ,Estrato 2,Secundaria (Bachillerato) incompleta,Educación profesional completa,5 a 6,No,No,Si,No,279,58,55,57,57,44.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 4,Postgrado,Educación profesional completa,3 a 4,Si,Si,Si,Si,265,51,51,56,51,62.0
20224,F,RURAL,N,OFICIAL,UNICA,TÉCNICO,CAUCA,Estrato 5,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,7 a 8,No,No,Si,Si,238,42,50,54,45,45.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CUNDINAMARCA,Estrato 2,Primaria incompleta,Primaria incompleta,3 a 4,No,No,Si,Si,228,43,42,51,45,50.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,BOLIVAR,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,No,Si,Si,305,69,60,59,61,47.0
20224,F,URBANO,N,OFICIAL,TARDE,TÉCNICO/ACADÉMICO,VALLE,Estrato 3,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,5 a 6,No,No,Si,Si,202,35,44,44,36,47.0
20224,M,URBANO,N,OFICIAL,COMPLETA,TÉCNICO,BOYACA,Estrato 1,Primaria incompleta,Primaria incompleta,9 o más,No,Si,Si,Si,272,57,60,57,47,44.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,BOLIVAR,Estrato 1,Técnica o tecnológica completa,Educación profesional incompleta,5 a 6,Si,Si,Si,Si,240,59,54,48,29,53.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 4,Educación profesional incompleta,Secundaria (Bachillerato) incompleta,7 a 8,Si,Si,Si,Si,282,63,60,48,54,58.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,VALLE,Estrato 2,Secundaria (Bachillerato) completa,Primaria completa,3 a 4,Si,Si,Si,Si,203,43,40,43,34,47.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,BOGOTÁ,Estrato 2,Técnica o tecnológica completa,Técnica o tecnológica incompleta,3 a 4,Si,Si,Si,Si,203,47,39,43,33,42.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 3,Primaria incompleta,Técnica o tecnológica completa,3 a 4,No,Si,Si,Si,167,23,44,35,31,35.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,VALLE,Estrato 2,Secundaria (Bachillerato) completa,Primaria completa,3 a 4,No,No,Si,Si,216,45,53,43,33,39.0
20224,M,URBANO,N,OFICIAL,NOCHE,ACADÉMICO,CAUCA,Estrato 1,Primaria incompleta,Primaria completa,3 a 4,No,No,No,No,207,43,44,39,42,34.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 1,Técnica o tecnológica completa,Secundaria (Bachillerato) incompleta,3 a 4,Si,Si,Si,Si,293,56,66,59,55,55.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO,NORTE SANTANDER,Estrato 1,Secundaria (Bachillerato) completa,Primaria incompleta,5 a 6,No,Si,Si,No,285,62,60,54,55,49.0
20224,F,URBANO,N,OFICIAL,SABATINA,TÉCNICO/ACADÉMICO,TOLIMA,Estrato 1,Secundaria (Bachillerato) completa,Primaria completa,3 a 4,No,No,Si,Si,201,43,43,37,35,49.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,NARIÑO,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,3 a 4,No,No,No,No,153,21,36,30,30,47.0
20224,M,URBANO,N,OFICIAL,SABATINA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 3,Primaria completa,Educación profesional completa,5 a 6,No,No,Si,Si,203,45,42,40,37,36.0
20224,M,URBANO,N,OFICIAL,TARDE,TÉCNICO/ACADÉMICO,BOGOTÁ,Estrato 1,Primaria incompleta,Primaria incompleta,5 a 6,No,No,Si,Si,270,60,61,50,53,31.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,BOLIVAR,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,No,Si,Si,226,41,60,40,41,42.0
20224,F,URBANO,N,NO OFICIAL,UNICA,TÉCNICO,BOGOTÁ,Estrato 2,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,3 a 4,Si,Si,Si,Si,255,55,55,51,41,56.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,VALLE,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,No,Si,Si,237,53,47,52,38,45.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO,VALLE,Estrato 1,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,3 a 4,Si,Si,Si,Si,203,50,54,28,30,42.0
20224,F,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,SANTANDER,Estrato 2,Secundaria (Bachillerato) completa,Postgrado,3 a 4,Si,Si,Si,Si,318,57,70,67,63,55.0
20224,M,URBANO,N,OFICIAL,NOCHE,TÉCNICO/ACADÉMICO,BOGOTÁ,Estrato 2,Postgrado,Secundaria (Bachillerato) incompleta,5 a 6,Si,Si,Si,Si,268,56,60,51,52,40.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO,NORTE SANTANDER,Estrato 2,Primaria completa,Primaria incompleta,5 a 6,No,Si,Si,No,302,66,61,60,59,46.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 3,Primaria incompleta,No Aplica,3 a 4,No,Si,Si,Si,275,61,59,52,53,41.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 3,Técnica o tecnológica completa,Secundaria (Bachillerato) incompleta,5 a 6,Si,Si,Si,Si,343,67,71,64,70,76.0
20224,M,RURAL,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,MAGDALENA,Estrato 1,Ninguno,Primaria incompleta,5 a 6,No,No,No,Si,237,49,49,50,44,41.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,SANTANDER,Estrato 1,Técnica o tecnológica completa,Educación profesional incompleta,5 a 6,No,Si,Si,Si,250,50,56,42,53,46.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,QUINDIO,Estrato 3,Educación profesional completa,Educación profesional completa,3 a 4,Si,Si,Si,Si,343,75,68,67,63,73.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,BOGOTÁ,Estrato 3,Educación profesional completa,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,Si,343,66,70,71,70,61.0
20224,F,URBANO,N,OFICIAL,COMPLETA,TÉCNICO/ACADÉMICO,BOGOTÁ,Estrato 4,Postgrado,Secundaria (Bachillerato) incompleta,3 a 4,Si,Si,Si,Si,356,75,69,70,68,80.0
20224,F,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,META,Estrato 1,Primaria completa,Secundaria (Bachillerato) completa,5 a 6,No,No,Si,No,217,44,39,45,50,31.0
20224,F,URBANO,N,OFICIAL,SABATINA,TÉCNICO/ACADÉMICO,BOLIVAR,Estrato 2,No sabe,Postgrado,3 a 4,No,Si,No,No,192,33,44,42,35,37.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO,NORTE SANTANDER,Estrato 2,Educación profesional completa,Secundaria (Bachillerato) completa,5 a 6,No,Si,Si,Si,302,64,59,57,58,72.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,BOGOTÁ,Estrato 2,Educación profesional incompleta,Secundaria (Bachillerato) incompleta,7 a 8,No,Si,Si,Si,236,44,52,46,49,41.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,SANTANDER,Estrato 1,Secundaria (Bachillerato) completa,Educación profesional completa,1 a 2,No,No,Si,Si,333,61,73,64,68,68.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 5,Primaria completa,Primaria incompleta,5 a 6,No,Si,Si,Si,308,54,65,55,69,72.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,NARIÑO,Estrato 1,Educación profesional incompleta,Secundaria (Bachillerato) completa,7 a 8,No,No,Si,No,290,57,58,52,65,58.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,ATLANTICO,Estrato 2,Primaria completa,Educación profesional completa,5 a 6,Si,Si,Si,Si,313,63,67,57,60,73.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,VALLE,Estrato 2,Ninguno,No sabe,5 a 6,No,No,No,No,313,71,59,73,52,50.0
20224,M,URBANO,N,OFICIAL,UNICA,ACADÉMICO,TOLIMA,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,7 a 8,No,Si,Si,Si,179,33,39,35,37,33.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CUNDINAMARCA,Estrato 1,Educación profesional completa,Secundaria (Bachillerato) completa,3 a 4,Si,Si,Si,Si,320,65,65,66,65,49.0
